model_class,id,name,version,description,labels,icon,edam_operations,edam_topics,hidden,is_workflow_compatible,xrefs,versions,hidden_versions,link,min_width,target,has_parameters,panel_section_id,panel_section_name,form_style,tool_shed_repository.name,tool_shed_repository.owner,tool_shed_repository.changeset_revision,tool_shed_repository.tool_shed,tool_text
Tool,toolshed.g2.bx.psu.edu/repos/iuc/annotatemyids/annotatemyids/3.18.0+galaxy0,annotateMyIDs,3.18.0+galaxy0,annotate a generic set of identifiers,[],,[],[],,True,"[{'value': 'annotatemyids', 'type': 'bio.tools'}]","['3.5.0.1', '3.7.0', '3.7.0+galaxy1', '3.7.0+galaxy2', '3.12.0', '3.12.0+galaxy1', '3.14.0+galaxy1', '3.16.0+galaxy1', '3.17.0+galaxy0', '3.17.0+galaxy1', '3.18.0+galaxy0']",[],/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fiuc%2Fannotatemyids%2Fannotatemyids%2F3.18.0%2Bgalaxy0,-1,galaxy_main,True,text_manipulation,Text Manipulation,regular,annotatemyids,iuc,a79ee60b6926,toolshed.g2.bx.psu.edu,annotateMyIDs annotate a generic set of identifiers Text Manipulation
Tool,toolshed.g2.bx.psu.edu/repos/devteam/column_maker/Add_a_column1/2.1+galaxy0,Compute,2.1+galaxy0,on rows,[],,[],[],,True,[],"['1.2.0', '1.3.0', '1.3.1', '1.5', '1.6', '2.0', '2.1', '2.1+galaxy0']",[],/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fdevteam%2Fcolumn_maker%2FAdd_a_column1%2F2.1%2Bgalaxy0,-1,galaxy_main,True,text_manipulation,Text Manipulation,regular,column_maker,devteam,61f9ddbc63ca,toolshed.g2.bx.psu.edu,Compute on rows Text Manipulation
Tool,toolshed.g2.bx.psu.edu/repos/mvdbeek/concatenate_multiple_datasets/cat_multiple/0.2,Concatenate multiple datasets,0.2,tail-to-head,[],,[],[],,True,[],['0.2'],[],/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fmvdbeek%2Fconcatenate_multiple_datasets%2Fcat_multiple%2F0.2,-1,galaxy_main,True,text_manipulation,Text Manipulation,regular,concatenate_multiple_datasets,mvdbeek,201c568972c3,toolshed.g2.bx.psu.edu,Concatenate multiple datasets tail-to-head Text Manipulation
Tool,toolshed.g2.bx.psu.edu/repos/bgruening/split_file_on_column/tp_split_on_column/0.6,Split by group,0.6,,[],,[],[],,True,[],"['0.2', '0.4', '0.6']",[],/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fbgruening%2Fsplit_file_on_column%2Ftp_split_on_column%2F0.6,-1,galaxy_main,True,text_manipulation,Text Manipulation,regular,split_file_on_column,bgruening,ff2a81aa3f08,toolshed.g2.bx.psu.edu,Split by group  Text Manipulation
Tool,toolshed.g2.bx.psu.edu/repos/galaxyp/regex_find_replace/regex1/1.0.3,Regex Find And Replace,1.0.3,,[],,[],[],,True,[],"['1.0.0', '1.0.1', '1.0.2', '1.0.3']",[],/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fgalaxyp%2Fregex_find_replace%2Fregex1%2F1.0.3,-1,galaxy_main,True,text_manipulation,Text Manipulation,regular,regex_find_replace,galaxyp,503bcd6ebe4b,toolshed.g2.bx.psu.edu,Regex Find And Replace  Text Manipulation
Tool,toolshed.g2.bx.psu.edu/repos/galaxyp/regex_find_replace/regexColumn1/1.0.3,Column Regex Find And Replace,1.0.3,,[],,[],[],,True,[],"['1.0.0', '1.0.1', '1.0.2', '1.0.3']",[],/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fgalaxyp%2Fregex_find_replace%2FregexColumn1%2F1.0.3,-1,galaxy_main,True,text_manipulation,Text Manipulation,regular,regex_find_replace,galaxyp,503bcd6ebe4b,toolshed.g2.bx.psu.edu,Column Regex Find And Replace  Text Manipulation
Tool,toolshed.g2.bx.psu.edu/repos/mvdbeek/add_input_name_as_column/addName/0.3.0,Add input name as column,0.3.0,to an existing tabular file,[],,[],[],,True,[],"['0.1.2', '0.2.0', '0.3.0']",[],/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fmvdbeek%2Fadd_input_name_as_column%2FaddName%2F0.3.0,-1,galaxy_main,True,text_manipulation,Text Manipulation,regular,add_input_name_as_column,mvdbeek,8a19efbd2178,toolshed.g2.bx.psu.edu,Add input name as column to an existing tabular file Text Manipulation
Tool,toolshed.g2.bx.psu.edu/repos/iuc/reshape2_melt/melt/1.4.2,melt,1.4.2,collapse combinations of variables:values to single lines,[],,[],[],,True,[],['1.4.2'],[],/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fiuc%2Freshape2_melt%2Fmelt%2F1.4.2,-1,galaxy_main,True,text_manipulation,Text Manipulation,regular,reshape2_melt,iuc,317ed0ee8bf2,toolshed.g2.bx.psu.edu,melt collapse combinations of variables:values to single lines Text Manipulation
Tool,toolshed.g2.bx.psu.edu/repos/iuc/reshape2_cast/cast/1.4.2,cast,1.4.2,expand combinations of variables:values to columnar format,[],,[],[],,True,[],['1.4.2'],[],/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fiuc%2Freshape2_cast%2Fcast%2F1.4.2,-1,galaxy_main,True,text_manipulation,Text Manipulation,regular,reshape2_cast,iuc,d3b66a3a08ca,toolshed.g2.bx.psu.edu,cast expand combinations of variables:values to columnar format Text Manipulation
Tool,toolshed.g2.bx.psu.edu/repos/iuc/jq/jq/1.8.1+galaxy0,jq,1.8.1+galaxy0,query and transform JSON documents,[],,"['operation_0335', 'operation_3436']",['topic_3365'],,True,[],"['1.0', '1.8.1+galaxy0']",[],/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fiuc%2Fjq%2Fjq%2F1.8.1%2Bgalaxy0,-1,galaxy_main,True,text_manipulation,Text Manipulation,regular,jq,iuc,8c505f8f2977,toolshed.g2.bx.psu.edu,jq query and transform JSON documents Text Manipulation
Tool,toolshed.g2.bx.psu.edu/repos/iuc/gff3_rebase/gff3.rebase/1.2,Rebase GFF3 features,1.2,against parent features,[],,[],[],,True,"[{'value': 'gff3_rebase', 'type': 'bio.tools'}]",['1.2'],[],/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fiuc%2Fgff3_rebase%2Fgff3.rebase%2F1.2,-1,galaxy_main,True,text_manipulation,Text Manipulation,regular,gff3_rebase,iuc,f7ad5e69aa60,toolshed.g2.bx.psu.edu,Rebase GFF3 features against parent features Text Manipulation
Tool,toolshed.g2.bx.psu.edu/repos/iuc/column_remove_by_header/column_remove_by_header/1.0,Remove columns,1.0,by heading,[],,[],[],,True,[],"['0.0.1', '1.0']",[],/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fiuc%2Fcolumn_remove_by_header%2Fcolumn_remove_by_header%2F1.0,-1,galaxy_main,True,text_manipulation,Text Manipulation,regular,column_remove_by_header,iuc,2040e4c2750a,toolshed.g2.bx.psu.edu,Remove columns by heading Text Manipulation
Tool,toolshed.g2.bx.psu.edu/repos/iuc/column_order_header_sort/column_order_header_sort/0.0.1,Sort Column Order,0.0.1,by heading,[],,[],[],,True,[],['0.0.1'],[],/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fiuc%2Fcolumn_order_header_sort%2Fcolumn_order_header_sort%2F0.0.1,-1,galaxy_main,True,text_manipulation,Text Manipulation,regular,column_order_header_sort,iuc,6ae9724caf4d,toolshed.g2.bx.psu.edu,Sort Column Order by heading Text Manipulation
Tool,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_find_and_replace/9.5+galaxy3,Replace,9.5+galaxy3,parts of text,[],,[],[],,True,[],"['1.1.0', '1.1.1', '1.1.2', '1.1.3', '1.1.4', '9.3+galaxy1', '9.5+galaxy0', '9.5+galaxy2', '9.5+galaxy3']",[],/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fbgruening%2Ftext_processing%2Ftp_find_and_replace%2F9.5%2Bgalaxy3,-1,galaxy_main,True,text_manipulation,Text Manipulation,regular,text_processing,bgruening,ab83aa685821,toolshed.g2.bx.psu.edu,Replace parts of text Text Manipulation
Tool,toolshed.g2.bx.psu.edu/repos/bgruening/uniprot_rest_interface/uniprot/0.8,UniProt,0.8,ID mapping and retrieval,[],,[],[],,True,"[{'value': 'uniprot', 'type': 'bio.tools'}]","['0.2', '0.3', '0.4', '0.5', '0.6', '0.7', '0.8']",[],/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fbgruening%2Funiprot_rest_interface%2Funiprot%2F0.8,-1,galaxy_main,True,text_manipulation,Text Manipulation,regular,uniprot_rest_interface,bgruening,bf5121c5c2be,toolshed.g2.bx.psu.edu,UniProt ID mapping and retrieval Text Manipulation
Tool,toolshed.g2.bx.psu.edu/repos/bgruening/replace_column_by_key_value_file/replace_column_with_key_value_file/0.2,Replace column,0.2,by values which are defined in a convert file,[],,[],[],,True,[],"['0.1', '0.2']",[],/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fbgruening%2Freplace_column_by_key_value_file%2Freplace_column_with_key_value_file%2F0.2,-1,galaxy_main,True,text_manipulation,Text Manipulation,regular,replace_column_by_key_value_file,bgruening,d533e4b75800,toolshed.g2.bx.psu.edu,Replace column by values which are defined in a convert file Text Manipulation
Tool,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_cat/9.5+galaxy3,Concatenate datasets,9.5+galaxy3,tail-to-head (cat),[],,[],[],,True,[],"['0.1.0', '0.1.1', '9.3+galaxy1', '9.5+galaxy0', '9.5+galaxy2', '9.5+galaxy3']",[],/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fbgruening%2Ftext_processing%2Ftp_cat%2F9.5%2Bgalaxy3,-1,galaxy_main,True,text_manipulation,Text Manipulation,regular,text_processing,bgruening,ab83aa685821,toolshed.g2.bx.psu.edu,Concatenate datasets tail-to-head (cat) Text Manipulation
Tool,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_tac/9.5+galaxy3,tac,9.5+galaxy3,reverse a file (reverse cat),[],,[],[],,True,[],"['1.0.0', '1.1.0', '9.3+galaxy1', '9.5+galaxy0', '9.5+galaxy2', '9.5+galaxy3']",[],/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fbgruening%2Ftext_processing%2Ftp_tac%2F9.5%2Bgalaxy3,-1,galaxy_main,True,text_manipulation,Text Manipulation,regular,text_processing,bgruening,ab83aa685821,toolshed.g2.bx.psu.edu,tac reverse a file (reverse cat) Text Manipulation
Tool,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_cut_tool/9.5+galaxy3,Advanced Cut,9.5+galaxy3,columns from a table (cut),[],,[],[],,True,[],"['1.0.0', '1.1.0', '9.3+galaxy1', '9.3+galaxy2', '9.5+galaxy0', '9.5+galaxy2', '9.5+galaxy3']",[],/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fbgruening%2Ftext_processing%2Ftp_cut_tool%2F9.5%2Bgalaxy3,-1,galaxy_main,True,text_manipulation,Text Manipulation,regular,text_processing,bgruening,ab83aa685821,toolshed.g2.bx.psu.edu,Advanced Cut columns from a table (cut) Text Manipulation
Tool,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_tail_tool/9.5+galaxy3,Select last,9.5+galaxy3,lines from a dataset (tail),[],,[],[],,True,[],"['1.0.0', '1.1.0', '9.3+galaxy1', '9.5+galaxy0', '9.5+galaxy2', '9.5+galaxy3']",[],/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fbgruening%2Ftext_processing%2Ftp_tail_tool%2F9.5%2Bgalaxy3,-1,galaxy_main,True,text_manipulation,Text Manipulation,regular,text_processing,bgruening,ab83aa685821,toolshed.g2.bx.psu.edu,Select last lines from a dataset (tail) Text Manipulation
Tool,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_head_tool/9.5+galaxy3,Select first,9.5+galaxy3,lines from a dataset (head),[],,[],[],,True,[],"['1.0.0', '1.1.0', '9.3+galaxy1', '9.5+galaxy0', '9.5+galaxy2', '9.5+galaxy3']",[],/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fbgruening%2Ftext_processing%2Ftp_head_tool%2F9.5%2Bgalaxy3,-1,galaxy_main,True,text_manipulation,Text Manipulation,regular,text_processing,bgruening,ab83aa685821,toolshed.g2.bx.psu.edu,Select first lines from a dataset (head) Text Manipulation
Tool,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_uniq_tool/9.5+galaxy3,Unique lines,9.5+galaxy3,assuming sorted input file,[],,[],[],,True,[],"['1.0.0', '1.1.0', '1.1.1', '9.3+galaxy1', '9.5+galaxy0', '9.5+galaxy2', '9.5+galaxy3']",[],/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fbgruening%2Ftext_processing%2Ftp_uniq_tool%2F9.5%2Bgalaxy3,-1,galaxy_main,True,text_manipulation,Text Manipulation,regular,text_processing,bgruening,ab83aa685821,toolshed.g2.bx.psu.edu,Unique lines assuming sorted input file Text Manipulation
Tool,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_text_file_with_recurring_lines/9.5+galaxy3,Create text file,9.5+galaxy3,with recurring lines,[],,[],[],,True,[],"['1.0.0', '1.1.0', '9.3+galaxy1', '9.5+galaxy0', '9.5+galaxy1', '9.5+galaxy2', '9.5+galaxy3']",[],/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fbgruening%2Ftext_processing%2Ftp_text_file_with_recurring_lines%2F9.5%2Bgalaxy3,-1,galaxy_main,True,text_manipulation,Text Manipulation,regular,text_processing,bgruening,ab83aa685821,toolshed.g2.bx.psu.edu,Create text file with recurring lines Text Manipulation
Tool,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_multijoin_tool/9.5+galaxy3,Multi-Join,9.5+galaxy3,(combine multiple files),[],,[],[],,True,[],"['1.0.0', '1.1.0', '1.1.1', '9.3+galaxy1', '9.5+galaxy0', '9.5+galaxy2', '9.5+galaxy3']",[],/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fbgruening%2Ftext_processing%2Ftp_multijoin_tool%2F9.5%2Bgalaxy3,-1,galaxy_main,True,text_manipulation,Text Manipulation,regular,text_processing,bgruening,ab83aa685821,toolshed.g2.bx.psu.edu,Multi-Join (combine multiple files) Text Manipulation
Tool,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_easyjoin_tool/9.5+galaxy3,Join,9.5+galaxy3,two files,[],,[],[],,True,[],"['1.0.0', '1.1.0', '1.1.1', '1.1.2', '9.3+galaxy1', '9.5+galaxy0', '9.5+galaxy2', '9.5+galaxy3']",[],/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fbgruening%2Ftext_processing%2Ftp_easyjoin_tool%2F9.5%2Bgalaxy3,-1,galaxy_main,True,text_manipulation,Text Manipulation,regular,text_processing,bgruening,ab83aa685821,toolshed.g2.bx.psu.edu,Join two files Text Manipulation
Tool,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_sed_tool/9.5+galaxy3,Text transformation,9.5+galaxy3,with sed,[],,[],[],,True,[],"['1.0.0', '1.1.0', '1.1.1', '9.3+galaxy1', '9.5+galaxy0', '9.5+galaxy2', '9.5+galaxy3']",[],/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fbgruening%2Ftext_processing%2Ftp_sed_tool%2F9.5%2Bgalaxy3,-1,galaxy_main,True,text_manipulation,Text Manipulation,regular,text_processing,bgruening,ab83aa685821,toolshed.g2.bx.psu.edu,Text transformation with sed Text Manipulation
Tool,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_unfold_column_tool/9.5+galaxy3,Unfold,9.5+galaxy3,columns from a table,[],,[],[],,True,[],"['1.0.0', '1.1.0', '1.1.1', '9.3+galaxy1', '9.5+galaxy0', '9.5+galaxy2', '9.5+galaxy3']",[],/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fbgruening%2Ftext_processing%2Ftp_unfold_column_tool%2F9.5%2Bgalaxy3,-1,galaxy_main,True,text_manipulation,Text Manipulation,regular,text_processing,bgruening,ab83aa685821,toolshed.g2.bx.psu.edu,Unfold columns from a table Text Manipulation
Tool,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_replace_in_line/9.5+galaxy3,Replace Text,9.5+galaxy3,in entire line,[],,[],[],,True,[],"['1.1.0', '1.1.1', '1.1.2', '9.3+galaxy1', '9.5+galaxy0', '9.5+galaxy2', '9.5+galaxy3']",[],/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fbgruening%2Ftext_processing%2Ftp_replace_in_line%2F9.5%2Bgalaxy3,-1,galaxy_main,True,text_manipulation,Text Manipulation,regular,text_processing,bgruening,ab83aa685821,toolshed.g2.bx.psu.edu,Replace Text in entire line Text Manipulation
Tool,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_sorted_uniq/9.5+galaxy3,Unique,9.5+galaxy3,occurrences of each record,[],,[],[],,True,[],"['1.0.0', '1.1.0', '9.3+galaxy1', '9.5+galaxy0', '9.5+galaxy2', '9.5+galaxy3']",[],/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fbgruening%2Ftext_processing%2Ftp_sorted_uniq%2F9.5%2Bgalaxy3,-1,galaxy_main,True,text_manipulation,Text Manipulation,regular,text_processing,bgruening,ab83aa685821,toolshed.g2.bx.psu.edu,Unique occurrences of each record Text Manipulation
Tool,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_sort_header_tool/9.5+galaxy3,Sort,9.5+galaxy3,data in ascending or descending order,[],,[],[],,True,[],"['1.0.0', '1.1.0', '1.1.1', '9.3+galaxy1', '9.5+galaxy0', '9.5+galaxy2', '9.5+galaxy3']",[],/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fbgruening%2Ftext_processing%2Ftp_sort_header_tool%2F9.5%2Bgalaxy3,-1,galaxy_main,True,text_manipulation,Text Manipulation,regular,text_processing,bgruening,ab83aa685821,toolshed.g2.bx.psu.edu,Sort data in ascending or descending order Text Manipulation
Tool,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_sort_rows/9.5+galaxy3,Sort a row,9.5+galaxy3,according to their columns,[],,[],[],,True,[],"['1.0.0', '1.1.0', '1.1.0+galaxy0', '9.3+galaxy1', '9.5+galaxy0', '9.5+galaxy2', '9.5+galaxy3']",[],/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fbgruening%2Ftext_processing%2Ftp_sort_rows%2F9.5%2Bgalaxy3,-1,galaxy_main,True,text_manipulation,Text Manipulation,regular,text_processing,bgruening,ab83aa685821,toolshed.g2.bx.psu.edu,Sort a row according to their columns Text Manipulation
Tool,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_grep_tool/9.5+galaxy3,Search in textfiles,9.5+galaxy3,(grep),[],,[],[],,True,[],"['1.0.0', '1.1.0', '1.1.1', '9.3+galaxy1', '9.5+galaxy0', '9.5+galaxy2', '9.5+galaxy3']",[],/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fbgruening%2Ftext_processing%2Ftp_grep_tool%2F9.5%2Bgalaxy3,-1,galaxy_main,True,text_manipulation,Text Manipulation,regular,text_processing,bgruening,ab83aa685821,toolshed.g2.bx.psu.edu,Search in textfiles (grep) Text Manipulation
Tool,toolshed.g2.bx.psu.edu/repos/bgruening/add_line_to_file/add_line_to_file/0.1.0,Add line to file,0.1.0,writes a line of text at the begining or end of a text file.,[],,[],[],,True,[],['0.1.0'],[],/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fbgruening%2Fadd_line_to_file%2Fadd_line_to_file%2F0.1.0,-1,galaxy_main,True,text_manipulation,Text Manipulation,regular,add_line_to_file,bgruening,8e251055b1a9,toolshed.g2.bx.psu.edu,Add line to file writes a line of text at the begining or end of a text file. Text Manipulation
Tool,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_replace_in_column/9.5+galaxy3,Replace Text,9.5+galaxy3,in a specific column,[],,[],[],,True,[],"['1.1.0', '1.1.1', '1.1.3', '9.3+galaxy1', '9.5+galaxy0', '9.5+galaxy2', '9.5+galaxy3']",[],/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fbgruening%2Ftext_processing%2Ftp_replace_in_column%2F9.5%2Bgalaxy3,-1,galaxy_main,True,text_manipulation,Text Manipulation,regular,text_processing,bgruening,ab83aa685821,toolshed.g2.bx.psu.edu,Replace Text in a specific column Text Manipulation
Tool,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_awk_tool/9.5+galaxy3,Text reformatting,9.5+galaxy3,with awk,[],,[],[],,True,[],"['1.1.0', '1.1.2', '9.3+galaxy1', '9.5+galaxy0', '9.5+galaxy2', '9.5+galaxy3']",[],/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fbgruening%2Ftext_processing%2Ftp_awk_tool%2F9.5%2Bgalaxy3,-1,galaxy_main,True,text_manipulation,Text Manipulation,regular,text_processing,bgruening,ab83aa685821,toolshed.g2.bx.psu.edu,Text reformatting with awk Text Manipulation
Tool,addValue,Add column,1.0.0,to an existing dataset,[],,['operation_3096'],[],,True,[],['1.0.0'],[],/tool_runner?tool_id=addValue,-1,galaxy_main,True,text_manipulation,Text Manipulation,regular,,,,,Add column to an existing dataset Text Manipulation
Tool,cat1,Concatenate multiple datasets or collections,1.0.0,,[],,['operation_3436'],[],,True,[],['1.0.0'],[],/tool_runner?tool_id=cat1,-1,galaxy_main,True,text_manipulation,Text Manipulation,regular,,,,,Concatenate multiple datasets or collections  Text Manipulation
Tool,Condense characters1,Condense,1.0.0,consecutive characters,[],,[],[],,True,[],['1.0.0'],[],/tool_runner?tool_id=Condense+characters1,-1,galaxy_main,True,text_manipulation,Text Manipulation,regular,,,,,Condense consecutive characters Text Manipulation
Tool,Convert characters1,Convert,1.0.1,delimiters to TAB,[],,[],[],,True,[],['1.0.1'],[],/tool_runner?tool_id=Convert+characters1,-1,galaxy_main,True,text_manipulation,Text Manipulation,regular,,,,,Convert delimiters to TAB Text Manipulation
Tool,mergeCols1,Merge Columns,1.0.1,together,[],,[],[],,True,[],['1.0.1'],[],/tool_runner?tool_id=mergeCols1,-1,galaxy_main,True,text_manipulation,Text Manipulation,regular,,,,,Merge Columns together Text Manipulation
Tool,createInterval,Create single interval,1.0.0,as a new dataset,[],,[],[],,True,[],['1.0.0'],[],/tool_runner?tool_id=createInterval,-1,galaxy_main,True,text_manipulation,Text Manipulation,regular,,,,,Create single interval as a new dataset Text Manipulation
Tool,Cut1,Cut,1.0.2,columns from a table,[],,['operation_3695'],[],,True,[],['1.0.2'],[],/tool_runner?tool_id=Cut1,-1,galaxy_main,True,text_manipulation,Text Manipulation,regular,,,,,Cut columns from a table Text Manipulation
Tool,ChangeCase,Change Case,1.0.0,of selected columns,[],,[],[],,True,[],['1.0.0'],[],/tool_runner?tool_id=ChangeCase,-1,galaxy_main,True,text_manipulation,Text Manipulation,regular,,,,,Change Case of selected columns Text Manipulation
